,level,is_unique,is_playable
0,"##########
#@########
#-########
#--#######
#--#######
#-$-######
#---######
#-$-######
#.-.######
##########",True,"[{'x': 0, 'y': 1}, {'x': 0, 'y': 1}, {'x': 1, 'y': 0}, {'x': 0, 'y': 1}, {'x': 0, 'y': 1}, {'x': -1, 'y': 0}, {'x': 0, 'y': 1}, {'x': 1, 'y': 0}, {'x': 0, 'y': -1}, {'x': 1, 'y': 0}, {'x': 0, 'y': 1}, {'x': 0, 'y': 1}, {'x': -1, 'y': 0}, {'x': 0, 'y': -1}, {'x': -1, 'y': 0}, {'x': 0, 'y': 1}]"
1,"##########
##########
##########
######--##
######-$-#
######-$.#
######-$-#
######--##
#####--.-#
##########",True,False
2,"##########
#@-########
#--#######
#-$#--####
#-#######-#
#-#######-#
#-####-#--#
#-#####--.#
#--#####--#
##########",True,False
3,"##########
#-@-######
#$--######
#-$$######
#-.#######
#--#######
#-########
#--#######
#-#######-
##########",True,False
4,"##########
#-----####
#-$-#-####
#--#--####
#--#-#####
#--$-#####
#-$-.-####
#--.######
#-$--#####
##########",True,False
5,"##########
##########
#######-##
#@#####--#
#-$$-#--.#
#--#--#--#
#-##-#-$-#
#-#-.---.#
#-------.#
##########",True,False
6,"##########
#----#####
#--#-#####
#-$-######
#-.-######
#--#######
#--#######
#-########
#--########
##########",True,False
7,"##########
#-########
#.--######
#-$-######
#-$--#####
#--#######
#-#######
#--#######
#.#######
##########",True,False
8,"##########
##########
##########
####-.-###
#####-$-##
#####--###
#####--###
#####.$-##
#####-$--#
##########",True,False
9,"##########
##########
##########
##########
##########
#######-.#
##-.-$-$-#
#--#-#--.#
#@$--.---#
##########",True,False
